"artist","bdp","bdp_s","beg","beg_s","bsp","bsp_s","cdp","cdp_s","csp","csp_s","ddp","ddp_s","dsp","dsp_s","edp","edp_s","esp","esp_s","konami_id","sa4_id","title"
"DKC Crew","4","0","3","0","5","0","-1","0","-1","0","6","0","7","0","9","0","8","0","Q61QoIQOQdoO98DP1oDlOIoO6D6lqq1o","292","Inspiration"
"NAOKI feat.YASMINE","5","0","3","0","4","0","-1","0","-1","0","8","0","8","0","11","0","11","0","dPdO9OP6616o99l99qiI9DddQdD9D80b","293","INTO YOUR HEART (Ruffage remix)"
"wolli","5","0","3","0","4","0","-1","0","-1","0","6","0","6","0","8","0","10","0","i1ol0PO8QbQD0q0oDI6qq0IO68868bP8","294","Lift You Up"
"TONI LEO","4","0","3","0","6","0","-1","0","-1","0","7","0","8","0","11","0","11","0","61D9oiPDI68Dq60Dqi99qqd9DqD1D1qd","295","LOVING YOU (Epidemik remix)"
"nc ft NRG factory","5","0","3","0","4","0","13","0","13","0","7","0","7","0","9","0","10","0","1Q9l881P1bq8bQQ9OOqQ10OioP68bQ8o","296","Malacca"
"Ω","-1","0","-1","0","-1","0","18","0","17","0","-1","0","-1","0","-1","0","-1","0","oOI88lollO1OOQQd9DPi0690I6i6oiII","297","MAX 300(X-Special)"
"Z","-1","0","-1","0","-1","0","18","0","18","0","-1","0","-1","0","-1","0","-1","0","1980q80l1Q96O881IidPd16qDbOol9Qd","298","MAXX UNLIMITED(X-Special)"
"neuras","6","0","3","0","7","0","15","0","16","0","9","0","11","0","14","0","14","0","OPDQ9Oi8I6D1I1iqi8iOiP0bDI9Pl86P","299","on the bounce"
"Darwin","7","0","3","0","8","0","-1","0","-1","0","11","0","10","0","14","0","13","0","d88boiQ609PO8ODDo6IliPIb69I80dlP","300","On The Break"
"STM 200","-1","0","-1","0","-1","0","13","0","13","0","-1","0","-1","0","-1","0","-1","0","ioQP0b6I11Do1OQPIQ6OIDiPODD0l0dd","301","PARANOiA ETERNAL(X-Special)"
"200","-1","0","-1","0","-1","0","15","0","14","0","-1","0","-1","0","-1","0","-1","0","o6oqqiOOb9Pob66loQoQddlDP6PP69lo","302","PARANOIA EVOLUTION(X-Special)"
"190","-1","0","-1","0","-1","0","14","0","13","0","-1","0","-1","0","-1","0","-1","0","dQ69Oqd0Do8Dodd6bQD9l16Olo9P01DQ","303","PARANOiA MAX〜DIRTY MIX〜(X-Special)"
"190'","-1","0","-1","0","-1","0","14","0","14","0","-1","0","-1","0","-1","0","-1","0","o6bPdI8O089O8lbl8OlIb1lPo8o1lODQ","304","PARANOiA Rebirth(X-Special)"
"180","-1","0","-1","0","-1","0","14","0","13","0","-1","0","-1","0","-1","0","-1","0","I8bQ8ilD9l1Qi9Q9iI0q6qqqiolo01QP","305","PARANOiA(X-Special)"
"Tommie Sunshine","5","0","2","0","4","0","-1","0","-1","0","6","0","6","0","10","0","11","0","qDIdbDO1OiDPqd1i60Dd6OPOlO90D10Q","306","Party Lights"
"Hamel and St. Croix feat. Jules Mari","4","0","3","0","4","0","-1","0","-1","0","7","0","7","0","11","0","11","0","i66lIl9D60DPq0dQ0O9666ID8bPlID9i","307","Playa (Original Mix)"
"日本少年","4","0","3","0","4","0","-1","0","-1","0","6","0","6","0","9","0","8","0","091IQQ1PqOdIl9ioPQDdO60Dq069DP69","308","puzzle"
"Veeton","6","0","4","0","7","0","-1","0","-1","0","11","0","10","0","13","0","13","0","iObdoO9b1O9o8dP8o0id9b1QioQ0q9q9","309","S・A・G・A"
"TAG","8","0","5","0","8","0","13","0","13","0","12","0","10","0","13","0","13","0","dIQDOoO80odDP8OiOQIQ9oI0o99OdQDQ","310","SABER WING"
"TAG","10","0","6","0","10","0","17","0","17","0","12","0","12","0","15","0","15","0","PIP60POo0dDQlIiqO9bIQ1oddQD8P9Il","311","SABER WING (Akira Ishihara Headshot mix)"
"Harmony Machine","5","0","1","0","3","0","-1","0","-1","0","6","0","7","0","9","0","9","0","86688l9096PdIqDPl8qoQ10dI8Ioi86l","312","Slip Out"
"Harmony Machine","6","0","2","0","4","0","-1","0","-1","0","7","0","6","0","9","0","10","0","lb1l0DibId6Pb9ddlqlDoP6d6oD0o0IP","313","Slip Out (bounce in beat mix)"
"DE-SIRE","-1","0","-1","0","-1","0","12","0","11","0","-1","0","-1","0","-1","0","-1","0","dDO8ili1081QQIb86POQ8qd0P111011o","314","SP-TRIP MACHINE〜JUNGLE MIX〜(X-Special)"
"jun","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","16","0","15","0","PDODO6Qdb9iqd6q0QoI0PiI0lb8l9I6d","315","SUPER SAMURAI"
"DKC Crew","5","0","2","0","4","0","-1","0","-1","0","7","0","7","0","11","0","10","0","ob86bIdI1IbIl9DoQ1bboq9Q8O6PPPoq","316","Taj He Spitz"
"DKC Crew","6","0","3","0","5","0","-1","0","-1","0","7","0","8","0","12","0","12","0","b0lI9Ili8loOb1DD6Dd8lqII60b90101","317","Taj He Spitz (Tommie Sunshine's Brooklyn Fire Re-Touch)"
"neuras feat. GATZ","3","0","2","0","3","0","-1","0","-1","0","6","0","6","0","9","0","9","0","8i1ii188q9OlD0qQ9lQ0D1OdDbldqQbI","318","Take A Chance"
"TACOS NAOMI feat.小久保裕之","5","0","3","0","6","0","-1","0","-1","0","7","0","7","0","10","0","10","0","boi66iD1809o6q199bbolO0bqQ1lqI8b","319","The flower in your smile"
"ZZ","-1","0","-1","0","-1","0","17","0","17","0","-1","0","-1","0","-1","0","-1","0","1o6dQqq9P8IQ6PbQO88OI1b91P9DoqQ8","320","The legend of MAX(X-Special)"
"Jena Rose","5","0","3","0","5","0","-1","0","-1","0","7","0","7","0","9","0","10","0","ld8b6iqPIiqqbb9q69l8obO66ibI96od","321","Ticket to Bombay"
"Z-licious","5","0","3","0","4","0","-1","0","-1","0","8","0","8","0","9","0","9","0","99oQO1b8d9qQdPq6O1I6bd1bo1D16DP0","322","Till the lonely's gone"
"Masanori Akita","5","0","2","0","4","0","-1","0","-1","0","6","0","7","0","8","0","9","0","O110IdDiDlDQ66bb1o9lbqiqQq6lOid1","323","TimeHollow"
"Ruffage & Size","6","0","3","0","5","0","-1","0","-1","0","9","0","7","0","11","0","10","0","iO61Dq9iiIQO0Qbbdo1O8bdqO8dqoiio","324","Tracers (4Beat Remix)"
"水樹奈々","5","0","2","0","5","0","-1","0","-1","0","8","0","7","0","11","0","9","0","1bD9Pi1bdPdOO111iPlbQl0iI6qdoPIo","325","Trickster"
"sonic-coll.","7","0","5","0","9","0","18","0","18","0","12","0","12","0","16","0","16","0","OPOIPIi1OioQ98qbO100q6QiDP8dIDq6","326","Trigger"
"DE-SIRE","-1","0","-1","0","-1","0","14","0","14","0","-1","0","-1","0","-1","0","-1","0","boQPliilD01OD1bIdOOIOOi0Q9P16OlO","327","TRIP MACHINE CLIMAX(X-Special)"
"DE-SIRE","-1","0","-1","0","-1","0","12","0","11","0","-1","0","-1","0","-1","0","-1","0","bql00PQ1PiboIqDQoD909Il8o1PIDiD1","328","TRIP MACHINE(X-Special)"
"TAKA respect for J.S.B.","5","0","3","0","6","0","-1","0","-1","0","8","0","8","0","14","0","13","0","1oIo1DliQqPol00Q1l1bPODbdOilodod","329","&Uuml;bertreffen"
"DDT","6","0","4","0","6","0","12","0","11","0","8","0","8","0","12","0","11","0","96Q0Piqo9PPQoQdi9001DO6P9Piqi0dq","330","Waiting 4 u"
"NAOKI","5","0","1","0","4","0","-1","0","-1","0","7","0","7","0","11","0","11","0","d6iI8ii9qi0Pi80dDQQlPq6qQo69860P","331","will"
"Pink Lemonade","4","0","1","0","4","0","-1","0","-1","0","9","0","8","0","11","0","10","0","19l9bOoI8Dib69D0DodDo1d8i8IDb88q","332","ポリリズム"
"dj TAKA with NAOKI","-1","0","-1","0","-1","0","14","0","14","0","-1","0","-1","0","-1","0","-1","0","qIqqdd1Odqi1Iiolq9qqPOi0bPPld8Pb","333","革命(X-Special)"
"TEЯRA","6","0","3","0","5","0","-1","0","-1","0","8","0","8","0","13","0","11","0","bq8DOQ9Idq9Ii9PQ1bqPIQoQPl961d1o","334","零 - ZERO -"
"紅色リトマス","5","0","3","0","6","0","-1","0","-1","0","7","0","8","0","11","0","10","0","QQOOldqQ8QQDQ06i81d9DP9PlOlo1lqq","335","凛として咲く花の如く"
"DJ TECHNORCH","7","0","3","0","6","0","18","0","18","0","12","0","13","0","15","0","14","0","id9oObq9P6Q6Pq6lQPqI88OP1DD8D0O1","336","888"
"ピンクターボ","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","006ob1iI9b1I8dDl0dq1bqIOP8886li1","337","☆shining☆"
"NAOKI feat. Aleisha G","5","0","2","0","5","0","12","0","12","0","7","0","7","0","10","0","9","0","dQoqo68881IiO9i00bP0q1lOD6i1PdD8","338","A Brighter Day"
"DM Ashura","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","13","0","13","0","o6qi6idD9oqIdi81ldQlODqIqIiqlD1d","339","aftershock!!"
"kors k feat.ЯIRE","5","0","2","0","5","0","-1","0","-1","0","9","0","8","0","11","0","10","0","PQP1l9qDilqbD0qOqiD8dd86qboI8bob","340","All My Love"
"Orbit1 & Milo","11","0","6","0","11","0","18","0","18","0","15","0","14","0","17","0","17","0","D89QP18016o01qoOi60I6Q19dlOQPbdo","341","Anti-Matter"
"SHIN SOUND DESIGN feat.Naomi Koizumi","4","0","1","0","4","0","8","0","8","0","7","0","7","0","11","0","10","0","9ib91bdq6i11l69d081qDD989Q0qO0qI","342","BALLAD THE FEATHERS"
"Latenighters","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","13","0","12","0","qD8Q180QlIi11o1IiI6DPoqolqoD61Ib","343","CG Project"
"D-crew with VAL TIATIA","4","0","1","0","4","0","12","0","12","0","7","0","6","0","10","0","9","0","1DD68qQdqQ0i6bQ61ddQ06ql1D6O1l6P","344","Crazy Control"
"HHH","6","0","2","0","6","0","-1","0","-1","0","10","0","9","0","12","0","11","0","IPdDlblblqO1do9IQbDoi0iOoPDoiDlI","345","Dazzlin' Darlin"
"Remixed by DJ Command","5","0","3","0","5","0","-1","0","-1","0","7","0","8","0","12","0","11","0","69l8lOiooPPPqb9Io9Il01dPD0Q988Iq","346","Dazzlin' Darlin-秋葉工房mix-"
"kors k Vs. dj TAKA","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","12","0","11","0","il0QbI6IOIidllO108olqd8i9Pb1Oq8Q","347","Decade"
"kors k","4","0","1","0","4","0","13","0","13","0","7","0","7","0","11","0","11","0","I8b69IdbID0Di06ldo6o1lb1IdI89Iqo","348","dirty digital"
"dj TAKA feat.Kanako Hoshino","4","0","1","0","4","0","-1","0","-1","0","7","0","7","0","13","0","11","0","ObiIq6PDlOiPd0d1oP8IIQbqiq09IDII","349","DROP"
"RAM","4","0","2","0","4","0","-1","0","-1","0","7","0","7","0","11","0","10","0","PP9q1DDi0liP1P00lqIoIbbqo9QqlIqP","350","Dummy"
"StripE","5","0","3","0","5","0","-1","0","-1","0","8","0","8","0","13","0","14","0","0ibD9Oio99IlQ0di916lId0bi08IPD9b","351","FIRE FIRE"
"nc ft. NRG Factory","5","0","2","0","5","0","13","0","13","0","7","0","8","0","12","0","12","0","8l0ld8Oq86P09lb91DdD9OliiPq9oq9D","352","Freeze"
"colors","7","0","3","0","7","0","12","0","11","0","11","0","10","0","13","0","12","0","dqPDQ8Pb68iib8bIIPld10Q0oD8l600o","353","going up"
"DJ YOSHITAKA-G feat.Michael a la mode","6","0","2","0","5","0","-1","0","-1","0","7","0","8","0","13","0","12","0","ib8o1iD68il66olQ1lddIPi0lIb9dd1I","354","GOLD RUSH"
"NAOKI feat. Aleisha G","5","0","2","0","3","0","-1","0","-1","0","7","0","6","0","11","0","10","0","lqOQbO0ql96IdDdD689o9PI1iI8Q1Ibi","355","Gotta Dance"
"TAG feat. Angie Lee","6","0","2","0","6","0","8","0","8","0","8","0","8","0","10","0","10","0","lIPP90Ilqib08Obob9901PiP19OQ18P9","356","Heatstroke"
"JENNIFER","9","0","2","0","6","0","9","0","6","0","10","0","7","0","10","0","10","0","6b8lbl11Ii81bIiq1D9do811D986iDOq","357","IF YOU WERE HERE"
"JENNIFER","8","0","3","0","8","0","-1","0","-1","0","11","0","10","0","13","0","13","0","81II88dobiP6Q1iq6dDOPqPQQ1dO0Qq9","358","IF YOU WERE HERE (L.E.D.-G STYLE REMIX)"
"Ryu☆","6","0","3","0","6","0","16","0","16","0","8","0","8","0","12","0","12","0","90lolio9qd6qo6Pl8oo69iqi81oiiQib","359","I'm so Happy"
"Kotaro feat. Aya","4","0","1","0","3","0","-1","0","-1","0","6","0","6","0","9","0","9","0","b1ObooOQ9iI0DilD9Q6qlIQ8D1d8dQO9","360","in love wit you"
"jun","8","0","5","0","8","0","-1","0","-1","0","13","0","12","0","16","0","15","0","Q10PdOD6bDD9QPQQqiO11669bb0lQ189","361","KIMONO&hearts;PRINCESS"
"Remixed by DJ Command","4","0","2","0","5","0","-1","0","-1","0","8","0","8","0","12","0","12","0","QdIl6D808iDoDQi0Qii99Do6do8DOdQO","362","KISS KISS KISS 秋葉工房 MIX"
"Cheryl Horrocks","6","0","3","0","5","0","14","0","14","0","9","0","9","0","12","0","12","0","b6l6qPPdiOqqPqqII0IPqI981bolOqIb","363","La libertad"
"Carlos Coco Garcia","5","0","3","0","4","0","13","0","13","0","7","0","7","0","11","0","11","0","IDPbb8oiQl0od6b8OqlPDo08o0QDo6iQ","364","La receta"
"seiya-murai meets “eimy”","5","0","2","0","5","0","13","0","13","0","8","0","8","0","11","0","11","0","6bO0Dq60bboi009iDbO8o9Q9999PiiDP","365","Leaving&hellip;"
"NM feat. Mr. E.","3","0","2","0","4","0","-1","0","-1","0","6","0","6","0","8","0","8","0","l0od6D6dl9PQdl1iDPOlD80io0iqqDb8","366","Love Again"
"DJ YOSHITAKA feat. 星野奏子","7","0","3","0","6","0","13","0","13","0","8","0","8","0","11","0","11","0","l6999IbQI61IO9qQbllobqo68lqobibq","367","MAX LOVE"
"Noria","5","0","2","0","5","0","12","0","11","0","7","0","7","0","11","0","10","0","6i189o0bl000608OPdOIODOOibq6QoPI","368","Melody Life"
"Sota F.","11","0","4","0","11","0","18","0","18","0","14","0","14","0","17","0","17","0","o0l1Qioq1i9iQl6b9q6il0iqi1b1OQ9b","369","New Decade"
"kors k","2","0","1","0","2","0","-1","0","-1","0","9","0","8","0","11","0","11","0","DbQbDQOl0lII16ib1081d6ddIodD0P9I","370","oarfish"
"fripSide","5","0","1","0","4","0","8","0","7","0","8","0","6","0","12","0","9","0","blDbDqdo1D0odlQd9biIoio8ioQPb80i","371","only my railgun"
"JAKAZiD feat. K.N.","8","0","3","0","8","0","16","0","16","0","11","0","11","0","14","0","14","0","DD6olq00PD91odbO9QbldDb0bQ18oqo1","372","Pierce The Sky"
"WHITE WALL","10","0","8","0","10","0","18","0","18","0","15","0","14","0","18","0","17","0","PIO8dod8P9OOP1bi0D1POIi6OdOdQDql","373","Pluto The First"
"NAOKI underground","4","0","2","0","5","0","-1","0","-1","0","9","0","9","0","13","0","14","0","qD6q1PD0lIDP89DPDbOOIdq0Pi8iIdD6","374","Poseidon(kors k mix)"
"TAG underground","11","0","7","0","10","0","19","0","18","0","14","0","14","0","17","0","17","0","q6di1DQbi88i9QlPol1iIPbb8lP1qP1b","375","POSSESSION"
"Makoto feat. SK","4","0","2","0","4","0","-1","0","-1","0","6","0","6","0","9","0","8","0","IDldD8o8P8dbIP6oiDo11i10lo6bP6oQ","376","real-high-SPEED"
"NAOKI-EX","4","0","2","0","4","0","-1","0","-1","0","8","0","8","0","11","0","11","0","1Ob9Il9bOQdbOQbq00oi1qoo1o1dPoI0","377","resonance"
"TAG underground","8","0","6","0","8","0","-1","0","-1","0","12","0","11","0","16","0","15","0","odd1O0boo1boqDb0dIOQdQi1IqdO1DQd","378","roppongi EVOLVED ver.A"
"TAG underground","8","0","6","0","8","0","-1","0","-1","0","12","0","11","0","16","0","15","0","QobO6O8iQP6I16l0I8QPd0Iq6iQ1loQ6","379","roppongi EVOLVED ver.B"
"TAG underground","8","0","6","0","8","0","-1","0","-1","0","12","0","11","0","16","0","15","0","lb9Qo61bbOdQidlQQD8DP8199Q911Id9","380","roppongi EVOLVED ver.C"
"TAG underground","8","0","6","0","8","0","-1","0","-1","0","12","0","11","0","16","0","15","0","l8q6diIod06OdP11P6I8oIddiPo16DPd","381","roppongi EVOLVED ver.D"
"TЁЯRA","5","0","2","0","4","0","13","0","12","0","8","0","7","0","11","0","11","0","qOQQ1qdQPPQ1bbdPldPlIil99IDoPi61","382","Sacred Oath"
"Ryu☆","4","0","2","0","4","0","14","0","13","0","7","0","7","0","11","0","10","0","ib19PQ61bi0lI8qi98IQ8dOqOoP91olq","383","sakura storm"
"Ryu☆","8","0","3","0","7","0","16","0","16","0","10","0","10","0","15","0","14","0","6lD1ooDi8Pdl0OlO0QoIioI8119I0PPq","384","Sakura Sunrise"
"Ryu☆","5","0","2","0","5","0","14","0","14","0","9","0","9","0","11","0","11","0","9bI0dQdb01Dl1bQq1Pq998i0l096D99P","385","Second Heaven"
"SUPER STAR 満-MITSURU-","5","0","3","0","5","0","-1","0","-1","0","7","0","7","0","12","0","12","0","0qDb0d9oIoQPP1Ql0o0OOPoPDbQ699Iq","386","She is my wife"
"TOMOSUKE feat. Adreana","4","0","2","0","4","0","12","0","12","0","7","0","6","0","9","0","9","0","q1o901oPqbbI1Q61qo688bDd0Pqlb08l","387","Shine"
"CAPACITY GATE","8","0","2","0","8","0","16","0","16","0","11","0","11","0","14","0","14","0","b6ldDOq9qi1IiIIdiIl1108q1iQ9O6d6","388","Shiny World"
"Sota F feat.Anna","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","11","0","12","0","08IP8i1qIbQIoP9DiP11IdP190Q98lil","389","Sky Is The Limit"
"kors k","5","0","2","0","4","0","11","0","10","0","7","0","7","0","12","0","12","0","1l01billdl6oPP96Pq8d0lbbblQI8i8l","390","smooooch･&forall;･"
"杏野はるな","6","0","2","0","5","0","-1","0","-1","0","8","0","7","0","10","0","9","0","0ol981b18biO0610IqPi9l6Db86PbIQ9","391","someday..."
"U1 feat. Tammy S. Hansen","4","0","1","0","3","0","-1","0","-1","0","6","0","5","0","8","0","8","0","i1Q080DDQD81l8o0109Q6blq0oo8o69q","392","Taking It To The Sky"
"TAG","6","0","3","0","6","0","11","0","10","0","9","0","9","0","12","0","12","0","Oq9QIlI8l11ddqbbDoQ1ql61OqlIi9lo","393","Theory of Eternity"
"jun feat. Sonnet","6","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","qQl6O8IdiI6991IiqDqidO96bll1qPDl","394","THIS NIGHT"
"Spriggan","13","0","9","0","13","0","19","0","19","0","14","0","15","0","18","0","18","0","186dd6DQq891Ib9Ilq8Qbo8lIqb0Qoll","395","Valkyrie dimension"
"朱雀","7","0","4","0","7","0","-1","0","-1","0","12","0","11","0","16","0","16","0","6d6bqoOlqi8ooqOdlqdPblqol88b68QP","396","VANESSA"
"Y&Co.","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","13","0","13","0","QQbiq1qQd8d1blOldi889OdQd9P1106Q","397","WH1TE RO5E"
"Black Rose Garden","5","0","2","0","4","0","-1","0","-1","0","7","0","6","0","13","0","13","0","olloQOobddiIIPObP91l0qPl6oo8P9Dl","398","What Will Come of Me"
"NAOKI feat. Anna Kaelin","6","0","2","0","4","0","13","0","13","0","8","0","8","0","12","0","12","0","0qOPDqq0qld66bll9ob9iIqiiQPiQIDQ","399","You are a Star"
"DM Ashura feat. kors k","4","0","2","0","4","0","-1","0","-1","0","7","0","7","0","11","0","10","0","oiIob81i6d6P6qbddOP6Q0d0obQ0PID9","400","Your Angel"
"Zektbach","6","0","3","0","6","0","-1","0","-1","0","9","0","11","0","14","0","15","0","96QPqq0q6Id0Ii0QbD1bQqPbiDqb0lPo","401","ZETA〜素数の世界と超越者〜"
"DM Ashura","8","0","3","0","5","0","18","0","17","0","14","0","13","0","17","0","17","0","QQldo10ObPPQPlliODiDIIl0Q1oPoo61","402","&Delta;MAX"
"Risk Junk","5","0","2","0","6","0","-1","0","-1","0","8","0","9","0","14","0","14","0","i8O81i0iQdqiI8qqP0oo8IPl9IoId1bO","403","不沈艦CANDY"
"Amuro vs Killer","7","0","3","0","7","0","18","0","18","0","12","0","11","0","15","0","16","0","iqiqod1l08DlDql98QOi10oibldd8b86","404","冥"
"Lucky Vacuum","7","0","4","0","8","0","-1","0","-1","0","10","0","10","0","13","0","13","0","Qb1db18qP1Ib6liPI1668Pq8QPb0QO09","405","ビューティフル レシート"
"Sota F. feat. Carol Gadsden","4","0","1","0","4","0","-1","0","-1","0","6","0","7","0","9","0","9","0","qOdib0OIO1qOdiQiOi9qIiQiO91idbQq","406","Fever"
"kors k","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","13","0","12","0","Pld9iO6oi9qlDD08l8QDdIi6d6Q6iDd1","407","Programmed Universe"
"TAG","5","0","1","0","5","0","13","0","13","0","8","0","7","0","11","0","10","0","19b01l0QPiDlDQb6lqd0dQ8Qlld6Dl6l","408","Diamond Dust"
"ゴールデンボンバー","5","0","1","0","4","0","10","0","10","0","7","0","7","0","12","0","11","0","oqQIlDl811qQI01O8dDdl699OI9IbIlO","409","女々しくて"
"fripSide","4","0","2","0","5","0","11","0","9","0","8","0","7","0","13","0","9","0","8d6DoOIdD61DOIQI1I0869qO99iii68Q","410","future gazer"
"木村 由姫","6","0","2","0","5","0","-1","0","-1","0","9","0","9","0","11","0","11","0","Q6Do1o1bP60Q1O00Dbbqd96Oq9dQd6i6","411","LOVE &amp; JOY"
"栗林みな実","4","0","2","0","4","0","-1","0","-1","0","7","0","7","0","10","0","11","0","6i86dIDQQ8DQ60Piq1bqO0i08qI0ibPI","412","STRAIGHT JET"
"NMR runners","7","0","2","0","7","0","-1","0","-1","0","10","0","9","0","12","0","12","0","olIo8PdO8dq16QqDIQboQq6oPqDO9qoo","413","Get Back Up!"
"Architect ft. Jasmine Nii","4","0","2","0","5","0","-1","0","-1","0","7","0","7","0","13","0","13","0","POl689q8ODbPI0PDo8l8oD81Plio8qlP","414","Haunted Rhapsody"
"NAOKI feat. Becca Hossany","4","0","1","0","4","0","-1","0","-1","0","6","0","6","0","11","0","10","0","iq6QI06oQlloO9Db9dbI8IDoi91dD8d9","415","HEARTBREAK (Sound Selektaz remix)"
"U1 /F Anneliese","6","0","3","0","7","0","-1","0","-1","0","10","0","9","0","12","0","11","0","0q8b6O0qOlDql0oP80OI8i8i1088qbIb","416","The Heavens Above"
"TAG feat. Sydney Powers","6","0","2","0","7","0","-1","0","-1","0","10","0","9","0","12","0","11","0","ibiD8868D116OIqbQ1DQ1IOb8OD1qQ98","417","Take A Step Forward"
"jun & NRG Factory feat. Anna Kaelin","4","0","2","0","4","0","-1","0","-1","0","8","0","7","0","11","0","11","0","b08D1ODPP0IqlIl91dDDdD1d0lD8bP1d","418","dreaming can make a wish come true"
"TЁЯRA","4","0","2","0","4","0","-1","0","-1","0","8","0","8","0","11","0","12","0","OqIlb9PQIo0Io90PIQi6q86dO8iP19Oi","419","ever snow"
"U1(NPD3 style) & KIDD KAZMEO","5","0","1","0","4","0","-1","0","-1","0","8","0","7","0","10","0","9","0","8o6ibb0b1i66Q0D8699boob69b80Qb1i","420","IN THE ZONE"
"NAOKI feat. Brenda Burch","6","0","2","0","4","0","-1","0","-1","0","10","0","7","0","13","0","9","0","id0i6dQId1D9l1P9bq9iP9608Ioi9iq8","421","Let's Get Away"
"Lea Drop feat. Katie Dellenbach","4","0","1","0","4","0","-1","0","-1","0","7","0","7","0","10","0","10","0","odD0Ql6iQbidDlqdPIdo8iQO09OoIbD0","422","MAGIC PARADE"
"atomsoak ft. cerol","6","0","2","0","4","0","-1","0","-1","0","8","0","8","0","12","0","12","0","0dOi10q9Q6oi0Q9960iQQDO6olqlDDqo","423","Private Eye"
"DKC Crew","4","0","1","0","3","0","-1","0","-1","0","7","0","7","0","9","0","9","0","P8IQ8blOl1i08oP18i06Oq1iP9biP6Do","424","Rhythms Inside"
"TOMOSUKE feat. Crystal Paloa","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","12","0","12","0","loP08P1PPi990lPD0O060d888O9o6qb8","425","Seasons"
"nc ft. Electric Touch","5","0","3","0","4","0","-1","0","-1","0","11","0","8","0","13","0","13","0","qI06bbQ1dloi0IIIO1IQ1q8bdPdl6l69","426","Wicked Plastik"
"jun","7","0","3","0","6","0","-1","0","-1","0","12","0","12","0","15","0","15","0","i0dqDPqDll9il0b6qoDPd19OQ0qO9qDO","427","CRAZY&hearts;LOVE"
"seiya-murai feat.ALT","6","0","2","0","5","0","16","0","16","0","9","0","10","0","12","0","12","0","ibI69PPO1iP0D1IlI0bb11QOq6081POo","428","隅田川夏恋歌"
"Mystic Moon","7","0","3","0","7","0","15","0","15","0","10","0","10","0","13","0","13","0","dbD8PlibPqqdI99901obObb6odqD8qDl","429","Amalgamation"
"jun feat. Sarah-Jane","8","0","4","0","7","0","-1","0","-1","0","12","0","11","0","16","0","15","0","I6dI99IOolDD6l6Q1ooPIiDO8Odq0QIP","430","UNBELIEVABLE (Sparky remix)"
"Cream puff","5","0","1","0","4","0","12","0","12","0","7","0","7","0","11","0","11","0","61QQi8i9Iliq66IOq1ib888b666o08O8","431","Mermaid girl"
"The W feat. Rita Boudreau","5","0","3","0","5","0","-1","0","-1","0","8","0","9","0","13","0","12","0","DiqobPO1iliqP6DbQiDodPIPDiQO96dl","432","Find You Again"
"猫叉Master","4","0","2","0","5","0","14","0","13","0","7","0","7","0","10","0","10","0","PlIiPiPoI9DIbPdIPoqQlIq61Pd8QIDo","433","Tribe"
"nc ft. Jasmine Nii","5","0","2","0","4","0","-1","0","-1","0","7","0","7","0","11","0","11","0","oi9q8DQ1QddP1699qIbqP886iOIPI16I","434","Something Special"
"Another Infinity feat. Mayumi Morinaga","5","0","2","0","5","0","6","0","6","0","8","0","8","0","12","0","12","0","ilqiIlDdiQQ0oOIP8bPobDQqP0O90Q08","435","COME BACK TO MY HEART"
"NAOKI feat. Fracus","5","0","2","0","4","0","-1","0","-1","0","9","0","8","0","13","0","12","0","iO90Qo66I88P1IdDldo1oIqb8bldqDI6","436","Rescue Me"
"seiya-murai meets “eimy”","5","0","2","0","4","0","-1","0","-1","0","7","0","7","0","11","0","9","0","8qPoPbql190Pi9086ildIlQOqlPoQdP9","437","REBORN MAGIC"
"Preston Powis","6","0","2","0","6","0","-1","0","-1","0","10","0","10","0","12","0","12","0","qbl10iqqdO1Do1dIq181Pl6oi8QilQo1","438","Seule"
"TAG","4","0","1","0","4","0","15","0","15","0","8","0","8","0","12","0","12","0","P8DQP9QIioPdi9IO6q0100PlQOIl86I9","439","Chronos"
"Brenda Burch","4","0","2","0","4","0","-1","0","-1","0","7","0","8","0","12","0","12","0","9P16o1bO16PDDObloibo1Il8IIDdo869","440","Share The Love"
"Ryu☆","4","0","2","0","4","0","-1","0","-1","0","7","0","7","0","12","0","11","0","q9oQ1Pid9OiIDO66Pd19blOi09019i98","441","I/O"
"Bill Hamel & James Rowand","6","0","4","0","6","0","-1","0","-1","0","10","0","9","0","11","0","11","0","qQI9IQOd061Q69Oo89lll9bd99108Qqd","442","In The Air"
"NM feat.Aleisha G","5","0","1","0","5","0","-1","0","-1","0","7","0","7","0","10","0","9","0","oDIliqQl90bQo6Qil9bOiD1iO19qI1dd","443","TIME"
"Sota Fujimori","6","0","3","0","5","0","12","0","12","0","8","0","9","0","11","0","11","0","08PO96OlIoQqPdq91Q1Qqlo8lPidbPP8","444","New Beginning"
